00:15:08.967 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/emission_factor/count/various_attribute','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'61200223-3b4f-4a46-9f22-2dafa8d5df83','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'37'}),'params':({}),'body':({'count_by':'methodology_id','is_deleted':'0'}),'error':({})}) | Service: ERROR | 
00:15:54.538 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/emission_factor/count/various_attribute','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'f0c2868a-743b-478f-b816-a2072792f52a','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'37'}),'params':({}),'body':({'count_by':'methodology_id','is_deleted':'0'}),'error':({})}) | Service: ERROR | 
00:17:11.832 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/emission_factor/count/various_attribute','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'7cdea223-0d52-4d7f-8446-7e73107b7936','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'37'}),'params':({}),'body':({'count_by':'methodology_id','is_deleted':'0'}),'error':({'name':'SequelizeDatabaseError','parent':({'code':'ER_BAD_FIELD_ERROR','errno':1054,'sqlState':'42S22','sqlMessage':'Unknown column \'$methodologyMaster.methodology_name$\' in \'field list\'','sql':'SELECT COUNT(`$methodologyMaster`.`methodology_name$`) AS `count`, `$methodologyMaster`.`methodology_name$` FROM `emission_factor` AS `emission_factor` GROUP BY `$methodologyMaster`.`methodology_name$`;','parameters':undefined}),'original':({'code':'ER_BAD_FIELD_ERROR','errno':1054,'sqlState':'42S22','sqlMessage':'Unknown column \'$methodologyMaster.methodology_name$\' in \'field list\'','sql':'SELECT COUNT(`$methodologyMaster`.`methodology_name$`) AS `count`, `$methodologyMaster`.`methodology_name$` FROM `emission_factor` AS `emission_factor` GROUP BY `$methodologyMaster`.`methodology_name$`;','parameters':undefined}),'sql':'SELECT COUNT(`$methodologyMaster`.`methodology_name$`) AS `count`, `$methodologyMaster`.`methodology_name$` FROM `emission_factor` AS `emission_factor` GROUP BY `$methodologyMaster`.`methodology_name$`;','parameters':({})})}) | Service: ERROR | 
00:18:22.992 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/emission_factor/count/various_attribute','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'23acc0ad-c8c6-4baf-b13f-10352f7fc7b2','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'37'}),'params':({}),'body':({'count_by':'methodology_id','is_deleted':'0'}),'error':({'name':'SequelizeDatabaseError','parent':({'code':'ER_BAD_FIELD_ERROR','errno':1054,'sqlState':'42S22','sqlMessage':'Unknown column \'$methodologyMaster.methodology_name$\' in \'field list\'','sql':'SELECT COUNT(`$methodologyMaster`.`methodology_name$`) AS `count`, `$methodologyMaster`.`methodology_name$`, `methodology_master`.`methodology_id` AS `methodology_master.methodology_id`, `methodology_master`.`methodology_name` AS `methodology_master.methodology_name`, `methodology_master`.`created_by` AS `methodology_master.created_by`, `methodology_master`.`updated_by` AS `methodology_master.updated_by`, `methodology_master`.`is_deleted` AS `methodology_master.is_deleted`, `methodology_master`.`createdAt` AS `methodology_master.createdAt`, `methodology_master`.`updatedAt` AS `methodology_master.updatedAt` FROM `emission_factor` AS `emission_factor` LEFT OUTER JOIN `methodology_master` AS `methodology_master` ON `emission_factor`.`methodology_id` = `methodology_master`.`methodology_id` GROUP BY `$methodologyMaster`.`methodology_name$`;','parameters':undefined}),'original':({'code':'ER_BAD_FIELD_ERROR','errno':1054,'sqlState':'42S22','sqlMessage':'Unknown column \'$methodologyMaster.methodology_name$\' in \'field list\'','sql':'SELECT COUNT(`$methodologyMaster`.`methodology_name$`) AS `count`, `$methodologyMaster`.`methodology_name$`, `methodology_master`.`methodology_id` AS `methodology_master.methodology_id`, `methodology_master`.`methodology_name` AS `methodology_master.methodology_name`, `methodology_master`.`created_by` AS `methodology_master.created_by`, `methodology_master`.`updated_by` AS `methodology_master.updated_by`, `methodology_master`.`is_deleted` AS `methodology_master.is_deleted`, `methodology_master`.`createdAt` AS `methodology_master.createdAt`, `methodology_master`.`updatedAt` AS `methodology_master.updatedAt` FROM `emission_factor` AS `emission_factor` LEFT OUTER JOIN `methodology_master` AS `methodology_master` ON `emission_factor`.`methodology_id` = `methodology_master`.`methodology_id` GROUP BY `$methodologyMaster`.`methodology_name$`;','parameters':undefined}),'sql':'SELECT COUNT(`$methodologyMaster`.`methodology_name$`) AS `count`, `$methodologyMaster`.`methodology_name$`, `methodology_master`.`methodology_id` AS `methodology_master.methodology_id`, `methodology_master`.`methodology_name` AS `methodology_master.methodology_name`, `methodology_master`.`created_by` AS `methodology_master.created_by`, `methodology_master`.`updated_by` AS `methodology_master.updated_by`, `methodology_master`.`is_deleted` AS `methodology_master.is_deleted`, `methodology_master`.`createdAt` AS `methodology_master.createdAt`, `methodology_master`.`updatedAt` AS `methodology_master.updatedAt` FROM `emission_factor` AS `emission_factor` LEFT OUTER JOIN `methodology_master` AS `methodology_master` ON `emission_factor`.`methodology_id` = `methodology_master`.`methodology_id` GROUP BY `$methodologyMaster`.`methodology_name$`;','parameters':({})})}) | Service: ERROR | 
00:19:16.665 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/emission_factor/count/various_attribute','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'6406fb7a-7010-4cf8-aa4d-25335a499de7','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'37'}),'params':({}),'body':({'count_by':'methodology_id','is_deleted':'0'}),'error':({'name':'SequelizeDatabaseError','parent':({'code':'ER_BAD_FIELD_ERROR','errno':1054,'sqlState':'42S22','sqlMessage':'Unknown column \'methodologyMaster.methodology_name\' in \'field list\'','sql':'SELECT COUNT(`methodologyMaster`.`methodology_name`) AS `count`, `methodologyMaster`.`methodology_name`, `methodology_master`.`methodology_id` AS `methodology_master.methodology_id`, `methodology_master`.`methodology_name` AS `methodology_master.methodology_name`, `methodology_master`.`created_by` AS `methodology_master.created_by`, `methodology_master`.`updated_by` AS `methodology_master.updated_by`, `methodology_master`.`is_deleted` AS `methodology_master.is_deleted`, `methodology_master`.`createdAt` AS `methodology_master.createdAt`, `methodology_master`.`updatedAt` AS `methodology_master.updatedAt` FROM `emission_factor` AS `emission_factor` LEFT OUTER JOIN `methodology_master` AS `methodology_master` ON `emission_factor`.`methodology_id` = `methodology_master`.`methodology_id` GROUP BY `methodologyMaster`.`methodology_name`;','parameters':undefined}),'original':({'code':'ER_BAD_FIELD_ERROR','errno':1054,'sqlState':'42S22','sqlMessage':'Unknown column \'methodologyMaster.methodology_name\' in \'field list\'','sql':'SELECT COUNT(`methodologyMaster`.`methodology_name`) AS `count`, `methodologyMaster`.`methodology_name`, `methodology_master`.`methodology_id` AS `methodology_master.methodology_id`, `methodology_master`.`methodology_name` AS `methodology_master.methodology_name`, `methodology_master`.`created_by` AS `methodology_master.created_by`, `methodology_master`.`updated_by` AS `methodology_master.updated_by`, `methodology_master`.`is_deleted` AS `methodology_master.is_deleted`, `methodology_master`.`createdAt` AS `methodology_master.createdAt`, `methodology_master`.`updatedAt` AS `methodology_master.updatedAt` FROM `emission_factor` AS `emission_factor` LEFT OUTER JOIN `methodology_master` AS `methodology_master` ON `emission_factor`.`methodology_id` = `methodology_master`.`methodology_id` GROUP BY `methodologyMaster`.`methodology_name`;','parameters':undefined}),'sql':'SELECT COUNT(`methodologyMaster`.`methodology_name`) AS `count`, `methodologyMaster`.`methodology_name`, `methodology_master`.`methodology_id` AS `methodology_master.methodology_id`, `methodology_master`.`methodology_name` AS `methodology_master.methodology_name`, `methodology_master`.`created_by` AS `methodology_master.created_by`, `methodology_master`.`updated_by` AS `methodology_master.updated_by`, `methodology_master`.`is_deleted` AS `methodology_master.is_deleted`, `methodology_master`.`createdAt` AS `methodology_master.createdAt`, `methodology_master`.`updatedAt` AS `methodology_master.updatedAt` FROM `emission_factor` AS `emission_factor` LEFT OUTER JOIN `methodology_master` AS `methodology_master` ON `emission_factor`.`methodology_id` = `methodology_master`.`methodology_id` GROUP BY `methodologyMaster`.`methodology_name`;','parameters':({})})}) | Service: ERROR | 
00:21:14.032 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/emission_factor/count/various_attribute','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'328973c0-b6b0-4ad1-977c-563f8bbbe3da','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'37'}),'params':({}),'body':({'count_by':'methodology_id','is_deleted':'0'}),'error':({'name':'SequelizeDatabaseError','parent':({'code':'ER_BAD_FIELD_ERROR','errno':1054,'sqlState':'42S22','sqlMessage':'Unknown column \'$methodology_aster.methodology_name$\' in \'field list\'','sql':'SELECT COUNT(`$methodology_aster`.`methodology_name$`) AS `count`, `$methodology_aster`.`methodology_name$`, `methodology_master`.`methodology_id` AS `methodology_master.methodology_id`, `methodology_master`.`methodology_name` AS `methodology_master.methodology_name`, `methodology_master`.`created_by` AS `methodology_master.created_by`, `methodology_master`.`updated_by` AS `methodology_master.updated_by`, `methodology_master`.`is_deleted` AS `methodology_master.is_deleted`, `methodology_master`.`createdAt` AS `methodology_master.createdAt`, `methodology_master`.`updatedAt` AS `methodology_master.updatedAt` FROM `emission_factor` AS `emission_factor` LEFT OUTER JOIN `methodology_master` AS `methodology_master` ON `emission_factor`.`methodology_id` = `methodology_master`.`methodology_id` GROUP BY `$methodology_aster`.`methodology_name$`;','parameters':undefined}),'original':({'code':'ER_BAD_FIELD_ERROR','errno':1054,'sqlState':'42S22','sqlMessage':'Unknown column \'$methodology_aster.methodology_name$\' in \'field list\'','sql':'SELECT COUNT(`$methodology_aster`.`methodology_name$`) AS `count`, `$methodology_aster`.`methodology_name$`, `methodology_master`.`methodology_id` AS `methodology_master.methodology_id`, `methodology_master`.`methodology_name` AS `methodology_master.methodology_name`, `methodology_master`.`created_by` AS `methodology_master.created_by`, `methodology_master`.`updated_by` AS `methodology_master.updated_by`, `methodology_master`.`is_deleted` AS `methodology_master.is_deleted`, `methodology_master`.`createdAt` AS `methodology_master.createdAt`, `methodology_master`.`updatedAt` AS `methodology_master.updatedAt` FROM `emission_factor` AS `emission_factor` LEFT OUTER JOIN `methodology_master` AS `methodology_master` ON `emission_factor`.`methodology_id` = `methodology_master`.`methodology_id` GROUP BY `$methodology_aster`.`methodology_name$`;','parameters':undefined}),'sql':'SELECT COUNT(`$methodology_aster`.`methodology_name$`) AS `count`, `$methodology_aster`.`methodology_name$`, `methodology_master`.`methodology_id` AS `methodology_master.methodology_id`, `methodology_master`.`methodology_name` AS `methodology_master.methodology_name`, `methodology_master`.`created_by` AS `methodology_master.created_by`, `methodology_master`.`updated_by` AS `methodology_master.updated_by`, `methodology_master`.`is_deleted` AS `methodology_master.is_deleted`, `methodology_master`.`createdAt` AS `methodology_master.createdAt`, `methodology_master`.`updatedAt` AS `methodology_master.updatedAt` FROM `emission_factor` AS `emission_factor` LEFT OUTER JOIN `methodology_master` AS `methodology_master` ON `emission_factor`.`methodology_id` = `methodology_master`.`methodology_id` GROUP BY `$methodology_aster`.`methodology_name$`;','parameters':({})})}) | Service: ERROR | 
00:21:37.667 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/emission_factor/count/various_attribute','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'643afe11-bf38-4656-a286-46181540d42a','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'37'}),'params':({}),'body':({'count_by':'methodology_id','is_deleted':'0'}),'error':({'name':'SequelizeDatabaseError','parent':({'code':'ER_BAD_FIELD_ERROR','errno':1054,'sqlState':'42S22','sqlMessage':'Unknown column \'methodology_aster.methodology_name\' in \'field list\'','sql':'SELECT COUNT(`methodology_aster`.`methodology_name`) AS `count`, `methodology_aster`.`methodology_name`, `methodology_master`.`methodology_id` AS `methodology_master.methodology_id`, `methodology_master`.`methodology_name` AS `methodology_master.methodology_name`, `methodology_master`.`created_by` AS `methodology_master.created_by`, `methodology_master`.`updated_by` AS `methodology_master.updated_by`, `methodology_master`.`is_deleted` AS `methodology_master.is_deleted`, `methodology_master`.`createdAt` AS `methodology_master.createdAt`, `methodology_master`.`updatedAt` AS `methodology_master.updatedAt` FROM `emission_factor` AS `emission_factor` LEFT OUTER JOIN `methodology_master` AS `methodology_master` ON `emission_factor`.`methodology_id` = `methodology_master`.`methodology_id` GROUP BY `methodology_aster`.`methodology_name`;','parameters':undefined}),'original':({'code':'ER_BAD_FIELD_ERROR','errno':1054,'sqlState':'42S22','sqlMessage':'Unknown column \'methodology_aster.methodology_name\' in \'field list\'','sql':'SELECT COUNT(`methodology_aster`.`methodology_name`) AS `count`, `methodology_aster`.`methodology_name`, `methodology_master`.`methodology_id` AS `methodology_master.methodology_id`, `methodology_master`.`methodology_name` AS `methodology_master.methodology_name`, `methodology_master`.`created_by` AS `methodology_master.created_by`, `methodology_master`.`updated_by` AS `methodology_master.updated_by`, `methodology_master`.`is_deleted` AS `methodology_master.is_deleted`, `methodology_master`.`createdAt` AS `methodology_master.createdAt`, `methodology_master`.`updatedAt` AS `methodology_master.updatedAt` FROM `emission_factor` AS `emission_factor` LEFT OUTER JOIN `methodology_master` AS `methodology_master` ON `emission_factor`.`methodology_id` = `methodology_master`.`methodology_id` GROUP BY `methodology_aster`.`methodology_name`;','parameters':undefined}),'sql':'SELECT COUNT(`methodology_aster`.`methodology_name`) AS `count`, `methodology_aster`.`methodology_name`, `methodology_master`.`methodology_id` AS `methodology_master.methodology_id`, `methodology_master`.`methodology_name` AS `methodology_master.methodology_name`, `methodology_master`.`created_by` AS `methodology_master.created_by`, `methodology_master`.`updated_by` AS `methodology_master.updated_by`, `methodology_master`.`is_deleted` AS `methodology_master.is_deleted`, `methodology_master`.`createdAt` AS `methodology_master.createdAt`, `methodology_master`.`updatedAt` AS `methodology_master.updatedAt` FROM `emission_factor` AS `emission_factor` LEFT OUTER JOIN `methodology_master` AS `methodology_master` ON `emission_factor`.`methodology_id` = `methodology_master`.`methodology_id` GROUP BY `methodology_aster`.`methodology_name`;','parameters':({})})}) | Service: ERROR | 
00:23:04.491 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/emission_factor/count/various_attribute','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'0bbaea37-8328-4b02-90e9-091100b62936','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'37'}),'params':({}),'body':({'count_by':'methodology_id','is_deleted':'0'}),'error':({'name':'SequelizeDatabaseError','parent':({'code':'ER_BAD_FIELD_ERROR','errno':1054,'sqlState':'42S22','sqlMessage':'Unknown column \'$methodology_master.methodology_name$\' in \'field list\'','sql':'SELECT COUNT(`$methodology_master`.`methodology_name$`) AS `count`, `$methodology_master`.`methodology_name$`, `methodology_master`.`methodology_id` AS `methodology_master.methodology_id`, `methodology_master`.`methodology_name` AS `methodology_master.methodology_name`, `methodology_master`.`created_by` AS `methodology_master.created_by`, `methodology_master`.`updated_by` AS `methodology_master.updated_by`, `methodology_master`.`is_deleted` AS `methodology_master.is_deleted`, `methodology_master`.`createdAt` AS `methodology_master.createdAt`, `methodology_master`.`updatedAt` AS `methodology_master.updatedAt` FROM `emission_factor` AS `emission_factor` LEFT OUTER JOIN `methodology_master` AS `methodology_master` ON `emission_factor`.`methodology_id` = `methodology_master`.`methodology_id` GROUP BY `$methodology_master`.`methodology_name$`;','parameters':undefined}),'original':({'code':'ER_BAD_FIELD_ERROR','errno':1054,'sqlState':'42S22','sqlMessage':'Unknown column \'$methodology_master.methodology_name$\' in \'field list\'','sql':'SELECT COUNT(`$methodology_master`.`methodology_name$`) AS `count`, `$methodology_master`.`methodology_name$`, `methodology_master`.`methodology_id` AS `methodology_master.methodology_id`, `methodology_master`.`methodology_name` AS `methodology_master.methodology_name`, `methodology_master`.`created_by` AS `methodology_master.created_by`, `methodology_master`.`updated_by` AS `methodology_master.updated_by`, `methodology_master`.`is_deleted` AS `methodology_master.is_deleted`, `methodology_master`.`createdAt` AS `methodology_master.createdAt`, `methodology_master`.`updatedAt` AS `methodology_master.updatedAt` FROM `emission_factor` AS `emission_factor` LEFT OUTER JOIN `methodology_master` AS `methodology_master` ON `emission_factor`.`methodology_id` = `methodology_master`.`methodology_id` GROUP BY `$methodology_master`.`methodology_name$`;','parameters':undefined}),'sql':'SELECT COUNT(`$methodology_master`.`methodology_name$`) AS `count`, `$methodology_master`.`methodology_name$`, `methodology_master`.`methodology_id` AS `methodology_master.methodology_id`, `methodology_master`.`methodology_name` AS `methodology_master.methodology_name`, `methodology_master`.`created_by` AS `methodology_master.created_by`, `methodology_master`.`updated_by` AS `methodology_master.updated_by`, `methodology_master`.`is_deleted` AS `methodology_master.is_deleted`, `methodology_master`.`createdAt` AS `methodology_master.createdAt`, `methodology_master`.`updatedAt` AS `methodology_master.updatedAt` FROM `emission_factor` AS `emission_factor` LEFT OUTER JOIN `methodology_master` AS `methodology_master` ON `emission_factor`.`methodology_id` = `methodology_master`.`methodology_id` GROUP BY `$methodology_master`.`methodology_name$`;','parameters':({})})}) | Service: ERROR | 
00:27:51.334 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/emission_factor/count/various_attribute','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'2c3e4b3c-95b4-4a32-8205-6f123a70e8ae','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'37'}),'params':({}),'body':({'count_by':'methodology_id','is_deleted':'0'})}) | Service: SUCCESS | 
00:34:28.586 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/emission_factor/count/various_attribute','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'299c8dba-aad7-4168-b200-f32becaf7d90','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'37'}),'params':({}),'body':({'count_by':'methodology_id','is_deleted':'0'})}) | Service: SUCCESS | 
00:34:51.365 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/emission_factor/count/various_attribute','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'171fddae-715b-4638-8483-4ed8b04aa8d3','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'32'}),'params':({}),'body':({'count_by':'source_id','is_deleted':'0'})}) | Service: SUCCESS | 
